Timestamp,Node ID,Suhu (C),Kelembapan (%RH),Tekanan (hPa),Kecepatan Angin (m/s),Arah Angin (derajat),Cahaya (lux),Radiasi (W/m2),PM2.5 (ug/m3),PM10 (ug/m3),Ion Negatif (pcs/cm3)
"30/7/2026, 00.58.40","E32_WS (Sector A)","28.18","67.82","101.05","0.41","330","50.12","2","0","0","1","138"
"30/7/2026, 00.58.45","E32_WS (Sector A)","28.18","67.84","101.05","0.42","332","50.12","2","0","0","1","138"
"30/7/2026, 00.58.50","E32_WS (Sector A)","28.18","67.84","101.05","0.52","344","50.12","2","0","0","1","138"
"30/7/2026, 00.58.55","E32_WS (Sector A)","28.18","67.8","101.05","0.5","337","50.12","2","0","0","1","138"
"30/7/2026, 00.59.00","E32_WS (Sector A)","28.18","67.75","101.05","0.58","341","50.12","2","0","0","1","138"
"30/7/2026, 00.59.05","E32_WS (Sector A)","28.18","67.68","101.05","0.6","343","50.12","2","0","0","1","138"
"30/7/2026, 00.59.10","E32_WS (Sector A)","28.18","67.65","101.05","0.54","348","50.12","2","0","0","1","138"
"30/7/2026, 00.59.15","E32_WS (Sector A)","28.18","67.62","101.04","0.43","338","50.12","2","0","0","1","138"
"30/7/2026, 00.59.20","E32_WS (Sector A)","28.18","67.62","101.05","0.46","344","50.12","2","0","0","1","138"
"30/7/2026, 00.59.25","E32_WS (Sector A)","28.18","67.61","101.05","0.39","328","50.12","2","0","0","1","138"
"30/7/2026, 00.59.30","E32_WS (Sector A)","28.18","67.68","101.05","0.38","307","50.12","2","0","0","1","138"
"30/7/2026, 00.59.35","E32_WS (Sector A)","28.18","67.73","101.04","0.5","316","50.12","2","0","0","1","138"
"30/7/2026, 00.59.40","E32_WS (Sector A)","28.17","67.75","101.05","0.39","318","50.12","2","0","0","1","138"
"30/7/2026, 00.59.45","E32_WS (Sector A)","28.17","67.78","101.05","0.49","315","50.12","2","0","0","1","138"
"30/7/2026, 00.59.50","E32_WS (Sector A)","28.17","67.8","101.05","0.57","329","50.12","2","0","0","1","138"
"30/7/2026, 00.59.55","E32_WS (Sector A)","28.17","67.83","101.04","0.49","339","50.12","2","0","0","1","138"
"30/7/2026, 01.00.00","E32_WS (Sector A)","28.17","67.83","101.04","0.41","334","50.12","2","0","0","1","138"
"30/7/2026, 01.00.05","E32_WS (Sector A)","28.17","67.82","101.05","0.41","352","50.12","2","0","0","1","138"
"30/7/2026, 01.00.10","E32_WS (Sector A)","28.17","67.78","101.04","0.4","350","50.12","2","0","0","1","138"
"30/7/2026, 01.00.15","E32_WS (Sector A)","28.17","67.75","101.04","0.37","330","50.12","2","0","0","1","138"
"30/7/2026, 01.00.20","E32_WS (Sector A)","28.17","67.77","101.04","0.4","329","50.12","2","0","0","1","138"
"30/7/2026, 01.00.25","E32_WS (Sector A)","28.17","67.75","101.04","0.39","337","50.12","2","0","0","1","138"
"30/7/2026, 01.00.30","E32_WS (Sector A)","28.17","67.74","101.04","0.42","336","50.12","2","0","0","1","138"
"30/7/2026, 01.00.35","E32_WS (Sector A)","28.17","67.74","101.04","0.48","326","50.12","2","0","0","1","138"
"30/7/2026, 01.00.40","E32_WS (Sector A)","28.17","67.78","101.04","0.34","337","50.12","2","0","0","1","138"
"30/7/2026, 01.00.45","E32_WS (Sector A)","28.17","67.77","101.04","0.37","336","50.12","2","0","0","1","138"
"30/7/2026, 01.00.50","E32_WS (Sector A)","28.17","67.73","101.04","0.41","342","50.12","2","0","0","1","138"
"30/7/2026, 01.00.55","E32_WS (Sector A)","28.17","67.71","101.04","0.45","346","50.12","2","0","0","1","138"
"30/7/2026, 01.01.00","E32_WS (Sector A)","28.17","67.68","101.04","0.45","342","50.12","2","0","0","1","138"
"30/7/2026, 01.01.05","E32_WS (Sector A)","28.17","67.65","101.04","0.4","342","50.12","2","0","0","1","138"
"30/7/2026, 01.01.10","E32_WS (Sector A)","28.17","67.65","101.04","0.45","341","50.12","2","0","0","1","138"
"30/7/2026, 01.01.15","E32_WS (Sector A)","28.17","67.65","101.04","0.5","320","50.12","2","0","0","1","138"
"30/7/2026, 01.01.20","E32_WS (Sector A)","28.17","67.76","101.04","0.35","322","50.12","2","0","0","1","138"
"30/7/2026, 01.01.25","E32_WS (Sector A)","28.16","67.8","101.04","0.32","326","50.12","2","0","0","1","138"
"30/7/2026, 01.01.30","E32_WS (Sector A)","28.16","67.83","101.04","0.42","318","50.12","2","0","0","1","138"
"30/7/2026, 01.01.35","E32_WS (Sector A)","28.16","67.84","101.04","0.52","329","50.12","2","0","0","1","138"
"30/7/2026, 01.01.40","E32_WS (Sector A)","28.17","67.88","101.04","0.54","336","50.12","2","0","0","1","138"
"30/7/2026, 01.01.45","E32_WS (Sector A)","28.16","67.88","101.04","0.4","330","50.12","2","0","0","1","138"
"30/7/2026, 01.01.50","E32_WS (Sector A)","28.16","67.87","101.03","0.4","334","50.12","2","0","0","1","138"
"30/7/2026, 01.01.55","E32_WS (Sector A)","28.16","67.86","101.03","0.41","343","50.12","2","0","0","1","138"
"30/7/2026, 01.02.00","E32_WS (Sector A)","28.17","67.82","101.04","0.39","348","50.12","2","0","0","1","138"
"30/7/2026, 01.02.05","E32_WS (Sector A)","28.16","67.75","101.04","0.39","352","50.12","2","0","0","1","138"
"30/7/2026, 01.02.10","E32_WS (Sector A)","28.16","67.71","101.04","0.47","347","50.12","2","0","0","1","138"
"30/7/2026, 01.02.15","E32_WS (Sector A)","28.16","67.7","101.04","0.44","346","50.12","2","0","0","1","138"
"30/7/2026, 01.02.20","E32_WS (Sector A)","28.17","67.7","101.03","0.45","340","50.12","2","0","0","1","138"
"30/7/2026, 01.02.25","E32_WS (Sector A)","28.16","67.71","101.03","0.48","344","50.12","2","0","0","1","138"
"30/7/2026, 01.02.30","E32_WS (Sector A)","28.17","67.7","101.04","0.57","342","50.12","2","0","0","1","138"
"30/7/2026, 01.02.35","E32_WS (Sector A)","28.17","67.65","101.03","0.64","345","50.12","2","0","0","1","138"
"30/7/2026, 01.02.40","E32_WS (Sector A)","28.17","67.59","101.03","0.36","358","50.12","2","0","0","1","138"
"30/7/2026, 01.02.45","E32_WS (Sector A)","28.17","67.56","101.03","0.46","356","50.12","2","0","0","1","138"
"30/7/2026, 01.02.50","E32_WS (Sector A)","28.16","67.57","101.03","0.46","349","50.12","2","0","0","1","138"
"30/7/2026, 01.02.55","E32_WS (Sector A)","28.17","67.56","101.03","0.41","337","50.12","2","0","0","1","138"
"30/7/2026, 01.03.00","E32_WS (Sector A)","28.17","67.73","101.03","0.4","323","50.12","2","0","0","1","138"
"30/7/2026, 01.03.05","E32_WS (Sector A)","28.17","67.82","101.03","0.44","329","50.12","2","0","0","1","138"
"30/7/2026, 01.03.10","E32_WS (Sector A)","28.17","67.87","101.03","0.46","333","50.12","2","0","0","1","138"
"30/7/2026, 01.03.15","E32_WS (Sector A)","28.17","67.88","101.04","0.44","338","50.12","2","0","0","1","138"
"30/7/2026, 01.03.20","E32_WS (Sector A)","28.16","67.84","101.03","0.46","341","50.12","2","0","0","1","138"
"30/7/2026, 01.03.25","E32_WS (Sector A)","28.16","67.82","101.03","0.47","342","50.12","2","0","0","1","138"
"30/7/2026, 01.03.30","E32_WS (Sector A)","28.17","67.76","101.03","0.51","348","50.12","2","0","0","1","138"
"30/7/2026, 01.03.35","E32_WS (Sector A)","28.17","67.74","101.03","0.5","344","50.12","2","0","0","1","138"
"30/7/2026, 01.03.40","E32_WS (Sector A)","28.16","67.69","101.03","0.44","330","50.12","2","0","0","1","138"
"30/7/2026, 01.03.45","E32_WS (Sector A)","28.17","67.7","101.03","0.43","340","50.12","2","0","0","1","138"
"30/7/2026, 01.03.50","E32_WS (Sector A)","28.16","67.72","101.03","0.34","327","50.12","2","0","0","1","138"
"30/7/2026, 01.03.55","E32_WS (Sector A)","28.16","67.75","101.03","0.41","335","50.12","2","0","0","1","138"
"30/7/2026, 01.04.00","E32_WS (Sector A)","28.17","67.76","101.03","0.4","327","50.12","2","0","0","1","138"
"30/7/2026, 01.04.05","E32_WS (Sector A)","28.17","67.78","101.03","0.31","354","50.12","2","0","0","1","138"
"30/7/2026, 01.04.10","E32_WS (Sector A)","28.17","67.71","101.03","0.5","334","50.12","2","0","0","1","138"
"30/7/2026, 01.04.15","E32_WS (Sector A)","28.17","67.73","101.03","0.5","322","50.12","2","0","0","1","138"
"30/7/2026, 01.04.20","E32_WS (Sector A)","28.17","67.77","101.03","0.5","340","50.12","2","0","0","1","138"
"30/7/2026, 01.04.25","E32_WS (Sector A)","28.16","67.75","101.03","0.54","338","50.12","2","0","0","1","138"
"30/7/2026, 01.04.30","E32_WS (Sector A)","28.17","67.73","101.03","0.59","340","50.12","2","0","0","1","138"
"30/7/2026, 01.04.35","E32_WS (Sector A)","28.17","67.69","101.03","0.52","340","50.12","2","0","0","1","138"
"30/7/2026, 01.04.40","E32_WS (Sector A)","28.17","67.69","101.03","0.48","331","50.12","2","0","0","1","138"
"30/7/2026, 01.04.45","E32_WS (Sector A)","28.17","67.71","101.03","0.43","330","50.12","2","0","0","1","138"
"30/7/2026, 01.04.50","E32_WS (Sector A)","28.17","67.75","101.03","0.4","318","50.12","2","0","0","1","138"
"30/7/2026, 01.04.55","E32_WS (Sector A)","28.16","67.82","101.03","0.39","330","50.12","2","0","0","1","138"
"30/7/2026, 01.05.00","E32_WS (Sector A)","28.16","67.85","101.03","0.45","335","50.12","2","0","0","1","138"
"30/7/2026, 01.05.05","E32_WS (Sector A)","28.16","67.87","101.03","0.43","321","50.12","2","0","0","1","138"
"30/7/2026, 01.05.10","E32_WS (Sector A)","28.16","67.91","101.03","0.47","339","50.12","2","0","0","1","138"
"30/7/2026, 01.05.15","E32_WS (Sector A)","28.16","67.88","101.03","0.45","337","50.12","2","0","0","1","138"
"30/7/2026, 01.05.20","E32_WS (Sector A)","28.16","67.85","101.03","0.42","338","50.12","2","0","0","1","138"
"30/7/2026, 01.05.25","E32_WS (Sector A)","28.16","67.83","101.03","0.44","333","50.12","2","0","0","1","138"
"30/7/2026, 01.05.30","E32_WS (Sector A)","28.16","67.86","101.03","0.42","340","50.12","2","0","0","1","138"
"30/7/2026, 01.05.35","E32_WS (Sector A)","28.16","67.83","101.03","0.48","320","50.12","2","0","0","1","138"
"30/7/2026, 01.05.40","E32_WS (Sector A)","28.16","67.86","101.03","0.5","325","50.12","2","0","0","1","138"
"30/7/2026, 01.05.45","E32_WS (Sector A)","28.16","67.87","101.03","0.49","328","50.12","2","0","0","1","138"
"30/7/2026, 01.05.50","E32_WS (Sector A)","28.16","67.89","101.03","0.46","339","50.12","2","0","0","1","138"
"30/7/2026, 01.05.55","E32_WS (Sector A)","28.16","67.88","101.03","0.46","335","50.12","2","0","0","1","138"
"30/7/2026, 01.06.00","E32_WS (Sector A)","28.16","67.86","101.03","0.52","324","50.12","2","0","0","1","138"
"30/7/2026, 01.06.05","E32_WS (Sector A)","28.16","67.84","101.03","0.56","337","50.12","2","0","0","1","138"
"30/7/2026, 01.06.10","E32_WS (Sector A)","28.16","67.78","101.03","0.51","332","50.12","2","0","0","1","138"
"30/7/2026, 01.06.15","E32_WS (Sector A)","28.16","67.77","101.03","0.49","328","50.12","2","0","0","1","138"
"30/7/2026, 01.06.20","E32_WS (Sector A)","28.16","67.79","101.03","0.39","334","50.12","2","0","0","1","138"
"30/7/2026, 01.06.25","E32_WS (Sector A)","28.15","67.82","101.03","0.45","320","50.12","2","0","0","1","138"
"30/7/2026, 01.06.30","E32_WS (Sector A)","28.15","67.85","101.03","0.49","327","50.12","2","0","0","1","138"
"30/7/2026, 01.06.35","E32_WS (Sector A)","28.15","67.87","101.03","0.58","331","50.12","2","0","0","1","138"
"30/7/2026, 01.06.40","E32_WS (Sector A)","28.15","67.86","101.03","0.5","320","50.12","2","0","0","1","138"
"30/7/2026, 01.06.45","E32_WS (Sector A)","28.15","67.87","101.03","0.48","330","50.12","2","0","0","1","138"
"30/7/2026, 01.06.50","E32_WS (Sector A)","28.15","67.83","101.03","0.48","342","50.12","2","0","0","1","138"
"30/7/2026, 01.06.55","E32_WS (Sector A)","28.15","67.83","101.03","0.45","314","50.12","2","0","0","1","138"
"30/7/2026, 01.07.00","E32_WS (Sector A)","28.15","67.84","101.03","0.46","316","50.12","2","0","0","1","138"
"30/7/2026, 01.07.05","E32_WS (Sector A)","28.14","67.86","101.03","0.35","338","50.12","2","0","0","1","138"
"30/7/2026, 01.07.10","E32_WS (Sector A)","28.14","67.83","101.03","0.41","328","50.12","2","0","0","1","138"
"30/7/2026, 01.07.15","E32_WS (Sector A)","28.14","67.87","101.03","0.44","333","50.12","2","0","0","1","138"
"30/7/2026, 01.07.20","E32_WS (Sector A)","28.14","67.88","101.03","0.42","329","50.12","2","0","0","1","138"
"30/7/2026, 01.07.25","E32_WS (Sector A)","28.14","67.89","101.03","0.41","335","50.12","2","0","0","1","138"
"30/7/2026, 01.07.30","E32_WS (Sector A)","28.14","67.88","101.03","0.38","346","50.12","2","0","0","1","138"
"30/7/2026, 01.07.35","E32_WS (Sector A)","28.14","67.85","101.03","0.39","358","50.12","2","0","0","1","138"
"30/7/2026, 01.07.40","E32_WS (Sector A)","28.14","67.8","101.03","0.46","350","50.12","2","0","0","1","138"
"30/7/2026, 01.07.45","E32_WS (Sector A)","28.14","67.76","101.03","0.41","337","50.12","2","0","0","1","138"
"30/7/2026, 01.07.50","E32_WS (Sector A)","28.14","67.76","101.03","0.45","343","50.12","2","0","0","1","138"
"30/7/2026, 01.07.55","E32_WS (Sector A)","28.14","67.75","101.03","0.36","352","50.12","2","0","0","1","138"
"30/7/2026, 01.08.00","E32_WS (Sector A)","28.14","67.71","101.03","0.33","338","50.12","2","0","0","1","138"
"30/7/2026, 01.08.05","E32_WS (Sector A)","28.14","67.7","101.03","0.31","339","50.12","2","0","0","1","138"
"30/7/2026, 01.08.10","E32_WS (Sector A)","28.14","67.67","101.03","0.37","326","50.12","2","0","0","1","138"
"30/7/2026, 01.08.15","E32_WS (Sector A)","28.14","67.72","101.03","0.37","321","50.12","2","0","0","1","138"
"30/7/2026, 01.08.20","E32_WS (Sector A)","28.14","67.84","101.03","0.31","328","50.12","2","0","0","1","138"
"30/7/2026, 01.08.25","E32_WS (Sector A)","28.14","67.84","101.03","0.28","340","50.12","2","0","0","1","138"
"30/7/2026, 01.08.30","E32_WS (Sector A)","28.14","67.77","101.03","0.28","341","50.12","2","0","0","1","138"
"30/7/2026, 01.08.35","E32_WS (Sector A)","28.14","67.76","101.03","0.28","351","50.12","2","0","0","1","138"
"30/7/2026, 01.08.40","E32_WS (Sector A)","28.15","67.75","101.03","0.45","352","50.12","2","0","0","1","138"
"30/7/2026, 01.08.45","E32_WS (Sector A)","28.15","67.75","101.03","0.41","348","50.12","2","0","0","1","138"
"30/7/2026, 01.08.50","E32_WS (Sector A)","28.15","67.74","101.03","0.4","339","50.12","2","0","0","1","138"
"30/7/2026, 01.08.55","E32_WS (Sector A)","28.15","67.74","101.03","0.42","352","50.12","2","0","0","1","138"
"30/7/2026, 01.09.00","E32_WS (Sector A)","28.15","67.74","101.03","0.38","1","50.12","2","0","0","1","138"
"30/7/2026, 01.09.05","E32_WS (Sector A)","28.15","67.74","101.03","0.35","346","50.12","2","0","0","1","138"
"30/7/2026, 01.09.10","E32_WS (Sector A)","28.15","67.72","101.03","0.33","335","50.12","2","0","0","1","138"
"30/7/2026, 01.09.15","E32_WS (Sector A)","28.15","67.72","101.03","0.39","327","50.12","2","0","0","1","138"
"30/7/2026, 01.09.20","E32_WS (Sector A)","28.15","67.78","101.03","0.52","321","50.12","2","0","0","1","138"
"30/7/2026, 01.09.25","E32_WS (Sector A)","28.15","67.85","101.03","0.52","334","50.12","2","0","0","1","138"
"30/7/2026, 01.09.30","E32_WS (Sector A)","28.15","67.86","101.03","0.46","359","50.12","2","0","0","1","138"
"30/7/2026, 01.09.35","E32_WS (Sector A)","28.14","67.83","101.03","0.47","331","50.12","2","0","0","1","138"
"30/7/2026, 01.09.40","E32_WS (Sector A)","28.15","67.82","101.03","0.41","330","50.12","2","0","0","1","138"
"30/7/2026, 01.09.45","E32_WS (Sector A)","28.15","67.82","101.03","0.46","344","50.12","2","0","0","1","138"
"30/7/2026, 01.09.50","E32_WS (Sector A)","28.15","67.8","101.03","0.47","336","50.12","2","0","0","1","138"
"30/7/2026, 01.09.55","E32_WS (Sector A)","28.15","67.78","101.03","0.51","343","50.12","2","0","0","1","138"
"30/7/2026, 01.10.00","E32_WS (Sector A)","28.15","67.75","101.03","0.49","350","50.12","2","0","0","1","138"
"30/7/2026, 01.10.05","E32_WS (Sector A)","28.14","67.75","101.03","0.4","353","50.12","2","0","0","1","138"
"30/7/2026, 01.10.10","E32_WS (Sector A)","28.15","67.74","101.03","0.4","354","50.12","2","0","0","1","138"
"30/7/2026, 01.10.15","E32_WS (Sector A)","28.15","67.71","101.03","0.44","348","50.12","2","0","0","1","138"
"30/7/2026, 01.10.20","E32_WS (Sector A)","28.15","67.68","101.03","0.47","346","50.12","2","0","0","1","138"
"30/7/2026, 01.10.25","E32_WS (Sector A)","28.15","67.67","101.03","0.34","343","50.12","2","0","0","1","138"
"30/7/2026, 01.10.30","E32_WS (Sector A)","28.15","67.64","101.03","0.34","337","50.12","2","0","0","1","138"
"30/7/2026, 01.10.35","E32_WS (Sector A)","28.15","67.63","101.03","0.34","338","50.12","2","0","0","1","138"
"30/7/2026, 01.10.40","E32_WS (Sector A)","28.15","67.65","101.03","0.48","323","50.12","2","0","0","1","138"
"30/7/2026, 01.10.45","E32_WS (Sector A)","28.15","67.75","101.03","0.34","326","50.12","2","0","0","1","138"
"30/7/2026, 01.10.50","E32_WS (Sector A)","28.15","67.77","101.03","0.33","328","50.12","2","0","0","1","138"
"30/7/2026, 01.10.55","E32_WS (Sector A)","28.15","67.78","101.03","0.4","329","50.12","2","0","0","1","138"
"30/7/2026, 01.11.00","E32_WS (Sector A)","28.15","67.83","101.03","0.46","325","50.12","2","0","0","1","138"
"30/7/2026, 01.11.05","E32_WS (Sector A)","28.15","67.86","101.03","0.34","337","50.12","2","0","0","1","138"
"30/7/2026, 01.11.10","E32_WS (Sector A)","28.14","67.84","101.03","0.41","313","50.12","2","0","0","1","138"
"30/7/2026, 01.11.15","E32_WS (Sector A)","28.14","67.86","101.03","0.45","326","50.12","2","0","0","1","138"
"30/7/2026, 01.11.20","E32_WS (Sector A)","28.14","67.85","101.03","0.46","321","50.12","2","0","0","1","138"
"30/7/2026, 01.11.25","E32_WS (Sector A)","28.14","67.9","101.03","0.49","331","50.12","2","0","0","1","138"
"30/7/2026, 01.11.30","E32_WS (Sector A)","28.14","67.9","101.03","0.48","334","50.12","2","0","0","1","138"
"30/7/2026, 01.11.35","E32_WS (Sector A)","28.14","67.89","101.03","0.49","334","50.12","2","0","0","1","138"
"30/7/2026, 01.11.40","E32_WS (Sector A)","28.14","67.89","101.03","0.54","329","50.12","2","0","0","1","138"
"30/7/2026, 01.11.45","E32_WS (Sector A)","28.14","67.91","101.03","0.48","333","50.12","2","0","0","1","138"
"30/7/2026, 01.11.50","E32_WS (Sector A)","28.14","67.91","101.03","0.45","334","50.12","2","0","0","1","138"
"30/7/2026, 01.11.55","E32_WS (Sector A)","28.14","67.9","101.03","0.43","335","50.12","2","0","0","1","138"
"30/7/2026, 01.12.00","E32_WS (Sector A)","28.14","67.9","101.03","0.41","337","50.12","2","0","0","1","138"
"30/7/2026, 01.12.05","E32_WS (Sector A)","28.14","67.87","101.03","0.45","332","50.12","2","0","0","1","138"
"30/7/2026, 01.12.10","E32_WS (Sector A)","28.13","67.84","101.03","0.47","337","50.12","2","0","0","1","138"
"30/7/2026, 01.12.15","E32_WS (Sector A)","28.13","67.81","101.03","0.43","344","50.12","2","0","0","1","138"
"30/7/2026, 01.12.20","E32_WS (Sector A)","28.13","67.76","101.03","0.51","341","50.12","2","0","0","1","138"
"30/7/2026, 01.12.25","E32_WS (Sector A)","28.14","67.74","101.03","0.38","342","50.12","2","0","0","1","138"
"30/7/2026, 01.12.30","E32_WS (Sector A)","28.14","67.72","101.03","0.4","355","50.12","2","0","0","1","138"
"30/7/2026, 01.12.35","E32_WS (Sector A)","28.13","67.71","101.03","0.4","331","50.12","2","0","0","1","138"
"30/7/2026, 01.12.40","E32_WS (Sector A)","28.13","67.7","101.03","0.35","349","50.12","2","0","0","1","138"
"30/7/2026, 01.12.45","E32_WS (Sector A)","28.13","67.67","101.03","0.46","355","50.12","2","0","0","1","138"
"30/7/2026, 01.12.50","E32_WS (Sector A)","28.13","67.65","101.02","0.39","351","50.12","2","0","0","1","138"
"30/7/2026, 01.12.55","E32_WS (Sector A)","28.13","67.63","101.02","0.35","7","50.12","2","0","0","1","138"
"30/7/2026, 01.13.00","E32_WS (Sector A)","28.13","67.62","101.02","0.4","357","50.12","2","0","0","1","138"
"30/7/2026, 01.13.05","E32_WS (Sector A)","28.13","67.63","101.02","0.47","1","50.12","2","0","0","1","138"
"30/7/2026, 01.13.10","E32_WS (Sector A)","28.13","67.62","101.02","0.5","355","50.12","2","0","0","1","138"
"30/7/2026, 01.13.15","E32_WS (Sector A)","28.13","67.6","101.02","0.54","357","50.12","2","0","0","1","138"
"30/7/2026, 01.13.20","E32_WS (Sector A)","28.13","67.6","101.03","0.56","350","50.12","2","0","0","1","138"
"30/7/2026, 01.13.25","E32_WS (Sector A)","28.13","67.6","101.02","0.59","346","50.12","2","0","0","1","138"
"30/7/2026, 01.13.30","E32_WS (Sector A)","28.14","67.59","101.02","0.57","335","50.12","2","0","0","1","138"
"30/7/2026, 01.13.35","E32_WS (Sector A)","28.13","67.59","101.02","0.48","336","50.12","2","0","0","1","138"
